booking_date,id_marketing_channel,customer_country,booking_id,number_of_nights_booked,number_of_guests,rooms_booked,hotel_id,total_revenue_in_euros
2024-01-08,4,Spain,248435Y8524685YB6245325013,2,2,1,4,550.0
2024-01-09,4,Spain,248435Y0326403YB6245522977,2,2,1,4,550.0
2024-01-09,3,Mexico,248435Y4931449YB6248785368,3,2,1,5,2250.0
2024-01-09,4,Spain,248435Y6116661YB6249127270,2,2,1,4,550.0
2024-01-09,5,Spain,248435Y9843198YB6241885295,1,2,1,2,110.0
2024-01-09,4,Spain,248435Y5833458YB6248233222,3,2,1,2,330.0
2024-01-09,1,Spain,248435Y6495964YB6243507668,2,2,1,4,550.0
2024-01-09,1,Spain,248435Y1330613YB6247357773,3,2,1,4,825.0
2024-01-09,3,Spain,248435Y4853948YB6241746547,2,2,1,1,200.0
2024-01-09,2,Spain,248435Y8995089YB6249240499,2,2,1,4,550.0
2024-01-09,3,Spain,248435Y5969559YB6247776086,3,2,1,3,750.0
2024-01-09,2,Spain,248435Y2804228YB6243856479,2,2,1,1,200.0
2024-01-09,2,Mexico,248435Y4557145YB6244115209,1,2,1,5,750.0
2024-01-09,2,Spain,248435Y0899908YB6248960745,1,2,1,2,110.0
2024-01-09,3,Spain,248435Y9752797YB6246406328,2,2,1,1,200.0
2024-01-09,2,Spain,248435Y6410264YB6248687070,2,2,1,4,550.0
2024-01-09,4,Spain,248435Y5681556YB6243604245,1,2,1,3,250.0
2024-01-09,2,Spain,248435Y5476654YB6249963831,3,2,1,3,750.0
2024-01-09,4,Spain,248435Y0671006YB6243362282,1,2,1,3,250.0
2024-01-09,4,Spain,248435Y0671006YB6243362282,1,2,1,3,250.0
2024-01-09,2,Mexico,248435Y1900919YB6246843652,2,2,1,5,1500.0
2024-01-10,2,Mexico,248435Y5735057YB6248716472,3,2,1,5,2250.0
2024-01-10,2,Spain,248435Y1629716YB6240314823,2,2,1,2,220.0
2024-01-10,2,Spain,248435Y5977159YB6241469034,3,2,1,4,825.0
2024-01-10,4,Spain,248435Y8238782YB6240792337,2,2,1,4,550.0
2024-01-10,4,Spain,248435Y4158741YB6241023323,1,2,1,2,110.0
2024-01-10,3,Mexico,248435Y8582885YB6240920072,2,2,1,5,1500.0
2024-01-10,4,Spain,248435Y0909909YB6242222011,2,2,1,4,550.0
2024-01-10,4,Spain,248435Y5097050YB6244163276,3,2,1,3,750.0
2024-01-10,3,Spain,248435Y0270902YB6243304808,1,2,1,3,250.0
2024-01-10,2,Spain,248435Y2660726YB6240958633,1,2,1,2,110.0
2024-01-10,2,Spain,248435Y5482854YB6246086420,2,2,1,3,500.0
2024-01-10,2,Spain,248435Y0269102YB6240481729,2,2,1,1,200.0
2024-01-10,1,Spain,248435Y3676536YB6245696548,1,2,1,4,275.0
2024-01-10,1,Spain,248435Y0803008YB6248874993,2,2,1,3,500.0
2024-01-10,5,Spain,248435Y6848768YB6249451893,3,2,1,1,300.0
2024-01-10,4,Spain,248435Y2600226YB6249483453,3,2,1,2,330.0
2024-01-10,2,Spain,248435Y6785767YB6242977614,2,2,1,1,200.0
2024-01-11,4,Spain,248435Y6741667YB6243743651,3,2,1,2,330.0
2024-01-11,4,Spain,248435Y3668336YB6248522761,3,2,1,2,330.0
2024-01-11,2,Spain,248435Y1322913YB6247971478,2,2,1,2,220.0
2024-01-11,1,Spain,248435Y7642176YB6247326756,2,2,1,3,500.0
2024-01-11,2,Spain,248435Y7409774YB6249729397,2,2,1,4,550.0
2024-01-11,4,Spain,248435Y1613716YB6243078463,3,2,1,1,300.0
2024-01-11,2,Spain,248435Y7322773YB6245680995,1,2,1,4,275.0
2024-01-11,3,Spain,248435Y7254272YB6244871519,2,2,1,2,220.0
2024-01-11,2,Spain,248435Y4408544YB6247255068,2,2,1,3,500.0
2024-01-11,5,Spain,248435Y0755407YB6240864627,2,2,1,4,550.0
2024-01-11,2,Spain,248435Y4408544YB6247255068,2,2,1,3,500.0
2024-01-11,3,Spain,248435Y6553865YB6246733347,2,2,1,4,550.0
2024-01-11,3,Spain,248435Y3718837YB6242961543,2,2,1,4,550.0
2024-01-11,4,Mexico,248435Y5033350YB6247119497,2,2,1,5,1500.0
2024-01-11,5,Spain,248435Y6460064YB6247635765,1,2,1,1,100.0
2024-01-11,3,Spain,248435Y4853948YB6241746547,2,2,1,1,200.0
2024-01-12,3,Spain,248435Y1931719YB6244294122,3,2,1,1,300.0
2024-01-12,4,Spain,248435Y3738637YB6247475718,3,2,1,3,750.0
2024-01-12,1,Spain,248435Y0464304YB6249179220,2,2,1,4,550.0
2024-01-12,1,Spain,248435Y4840448YB6244510063,1,2,1,2,110.0
2024-01-12,4,Spain,248435Y2460324YB6243449536,2,2,1,3,500.0
2024-01-12,2,Spain,248435Y3450734YB6240582524,1,2,1,4,275.0
2024-01-12,4,Spain,248435Y1135811YB6240448666,1,2,1,2,110.0
2024-01-12,4,Spain,248435Y9245192YB6241878264,2,2,1,2,220.0
2024-01-12,3,Spain,248435Y9738797YB6247956793,2,2,1,2,220.0
2024-01-12,4,Mexico,248435Y5033350YB6247119497,2,2,1,5,1500.0
2024-01-12,2,Spain,248435Y0608106YB6240926755,3,2,1,3,750.0
2024-01-12,3,Spain,248435Y7180571YB6245030447,1,2,1,4,275.0
2024-01-12,5,Mexico,248435Y5226352YB6241435881,3,2,1,5,2250.0
2024-01-13,2,Mexico,248435Y0593205YB6245589419,2,2,1,5,1500.0
2024-01-13,2,Spain,248435Y6110461YB6243871265,3,2,1,3,750.0
2024-01-13,3,Mexico,248435Y9942999YB6247955421,2,2,1,5,1500.0
2024-01-13,4,Spain,248435Y1299212YB6245471544,1,2,1,4,275.0
2024-01-13,3,Spain,248435Y5940059YB6243216159,1,2,1,4,275.0
2024-01-13,1,Spain,248435Y8356783YB6242707153,2,2,1,2,220.0
2024-01-13,4,Spain,248435Y1613716YB6243078463,3,2,1,1,300.0
2024-01-13,1,Spain,248435Y2616626YB6241489323,1,2,1,2,110.0
2024-01-13,3,Spain,248435Y7195171YB6246417034,3,2,1,3,750.0
2024-01-13,3,Spain,248435Y0764207YB6249270742,2,2,1,4,550.0
2024-01-13,3,Spain,248435Y6548465YB6244197786,2,2,1,3,500.0
2024-01-13,4,Spain,248435Y5481654YB6242049638,1,2,1,2,110.0
2024-01-13,1,Spain,248435Y6709667YB6245503346,3,2,1,2,330.0
2024-01-13,3,Spain,248435Y7406774YB6245635228,2,2,1,2,220.0
2024-01-13,2,Spain,248435Y4927249YB6241738859,3,2,1,3,750.0
2024-01-13,2,Spain,248435Y6007360YB6248172661,1,2,1,2,110.0
2024-01-13,2,Spain,248435Y5672156YB6244211681,2,2,1,3,500.0
2024-01-13,2,Spain,248435Y7393573YB6241433019,2,2,1,3,500.0
2024-01-14,2,Spain,248435Y7622176YB6243376179,2,2,1,1,200.0
2024-01-14,4,Spain,248435Y4286842YB6247620766,2,2,1,2,220.0
2024-01-14,2,Spain,248435Y6110461YB6243871265,3,2,1,3,750.0
2024-01-14,2,Spain,248435Y9832898YB6247458751,3,2,1,2,330.0
2024-01-14,3,Spain,248435Y4853948YB6241746547,2,2,1,1,200.0
2024-01-14,4,Spain,248435Y0120601YB6248198224,2,2,1,3,500.0
2024-01-14,4,Mexico,248435Y3425734YB6243169192,1,2,1,5,750.0
2024-01-14,3,Spain,248435Y9657896YB6242565359,2,2,1,3,500.0
2024-01-14,3,Spain,248435Y5915859YB6241283762,1,2,1,2,110.0
2024-01-14,4,Spain,248435Y8625486YB6249003940,2,2,1,2,220.0
2024-01-14,4,Spain,248435Y0909909YB6242222011,2,2,1,4,550.0
2024-01-14,4,Spain,248435Y1299212YB6245471544,1,2,1,4,275.0
2024-01-14,3,Spain,248435Y8037480YB6247179777,2,2,1,4,550.0
2024-01-14,4,Spain,248435Y6077260YB6245056460,3,2,1,3,750.0
2024-01-14,3,Spain,248435Y2324523YB6248389381,2,2,1,2,220.0
2024-01-14,5,Spain,248435Y8000180YB6249455111,2,2,1,2,220.0
2024-01-14,3,Spain,248435Y3414934YB6244717483,3,2,1,4,825.0
2024-01-14,3,Spain,248435Y8420584YB6246418831,2,2,1,2,220.0
2024-01-14,4,Mexico,248435Y3499234YB6240596021,2,2,1,5,1500.0
2024-01-14,1,Spain,248435Y4840448YB6244510063,1,2,1,2,110.0
2024-01-14,5,Spain,248435Y5113351YB6246847298,2,2,1,1,200.0
2024-01-14,3,Spain,248435Y7180571YB6245030447,1,2,1,4,275.0
2024-01-15,2,Spain,248435Y4634246YB6240002660,2,2,1,3,500.0
2024-01-15,4,Mexico,248435Y0010700YB6241641650,3,2,1,5,2250.0
2024-01-15,3,Spain,248435Y6163661YB6246532824,2,2,1,1,200.0
2024-01-15,3,Spain,248435Y9738797YB6247956793,2,2,1,2,220.0
2024-01-15,2,Spain,248435Y5424754YB6249363403,1,2,1,4,275.0
2024-01-15,1,Spain,248435Y8139681YB6241541457,3,2,1,2,330.0
2024-01-15,4,Spain,248435Y2403524YB6248072821,2,2,1,4,550.0
2024-01-15,4,Spain,248435Y0051900YB6244513608,1,2,1,2,110.0
2024-01-15,3,Mexico,248435Y3327433YB6249109021,2,2,1,5,1500.0
2024-01-15,4,Spain,248435Y9135991YB6246841019,2,2,1,2,220.0
2024-01-15,1,Spain,248435Y0161101YB6249896471,1,2,1,3,250.0
2024-01-16,5,Spain,248435Y2922129YB6242176704,2,2,1,2,220.0
2024-01-16,4,Mexico,248435Y8731387YB6249900335,3,2,1,5,2250.0
2024-01-16,4,Spain,248435Y6177761YB6245872991,2,2,1,1,200.0
2024-01-16,2,Spain,248435Y2727827YB6243846367,2,2,1,4,550.0
2024-01-16,2,Spain,248435Y6081860YB6248205641,2,2,1,1,200.0
2024-01-16,3,Spain,248435Y3477734YB6248972058,1,2,1,1,100.0
2024-01-16,4,Spain,248435Y0099200YB6242133025,3,2,1,4,825.0
2024-01-16,5,Spain,248435Y9937599YB6243073362,3,2,1,3,750.0
2024-01-16,2,Spain,248435Y1705917YB6247516985,2,2,1,4,550.0
2024-01-16,4,Spain,248435Y9822798YB6249867361,1,2,1,4,275.0
2024-01-16,4,Spain,248435Y4665946YB6247169373,2,2,1,1,200.0
2024-01-16,3,Spain,248435Y3834738YB6244840632,1,2,1,2,110.0
2024-01-17,4,Spain,248435Y6177761YB6245872991,2,2,1,1,200.0
2024-01-17,2,Spain,248435Y5482854YB6246086420,2,2,1,3,500.0
2024-01-17,5,Spain,248435Y9280792YB6242454140,3,2,1,3,750.0
2024-01-17,2,Spain,248435Y8399683YB6241566137,2,2,1,1,200.0
2024-01-17,4,Spain,248435Y0671006YB6243362282,1,2,1,3,250.0
2024-01-17,1,Spain,248435Y5676056YB6243223512,1,2,1,4,275.0
2024-01-17,2,Spain,248435Y4493344YB6248432480,3,2,1,1,300.0
2024-01-17,1,Spain,248435Y8215782YB6244229995,1,2,1,3,250.0
2024-01-17,3,Mexico,248435Y0831608YB6240063712,2,2,1,5,1500.0
2024-01-17,2,Spain,248435Y4314243YB6240801499,3,2,1,2,330.0
2024-01-17,3,Spain,248435Y0764207YB6249270742,2,2,1,4,550.0
2024-01-17,2,Spain,248435Y4060440YB6243062052,2,2,1,3,500.0
2024-01-17,2,Spain,248435Y9230992YB6242423910,2,2,1,2,220.0
2024-01-17,1,Spain,248435Y4840448YB6244510063,1,2,1,2,110.0
2024-01-18,4,Spain,248435Y5612256YB6241235989,2,2,1,3,500.0
2024-01-18,4,Spain,248435Y1344213YB6245792284,2,2,1,3,500.0
2024-01-18,1,Spain,248435Y4241142YB6241571194,2,2,1,2,220.0
2024-01-18,3,Spain,248435Y0407304YB6244233518,1,2,1,2,110.0
2024-01-18,2,Spain,248435Y9459194YB6246881489,2,2,1,4,550.0
2024-01-18,2,Spain,248435Y6348863YB6249438641,2,2,1,2,220.0
2024-01-18,4,Spain,248435Y5308553YB6243719967,1,2,1,2,110.0
2024-01-18,3,Spain,248435Y7888178YB6240449699,1,2,1,4,275.0
2024-01-18,3,Spain,248435Y0270902YB6243304808,1,2,1,3,250.0
2024-01-18,4,Spain,248435Y5356953YB6241750409,3,2,1,2,330.0
2024-01-18,1,Spain,248435Y3105331YB6241133973,2,2,1,2,220.0
2024-01-18,5,Spain,248435Y0074800YB6241049247,1,2,1,4,275.0
2024-01-18,2,Spain,248435Y9832898YB6247458751,3,2,1,2,330.0
2024-01-18,3,Spain,248435Y3477734YB6248972058,1,2,1,1,100.0
2024-01-18,3,Spain,248435Y4960149YB6248100795,2,2,1,1,200.0
2024-01-19,3,Spain,248435Y1110811YB6243331202,3,2,1,2,330.0
2024-01-19,5,Mexico,248435Y8142881YB6249681424,2,2,1,5,1500.0
2024-01-19,2,Mexico,248435Y0524405YB6243523880,3,2,1,5,2250.0
2024-01-19,2,Spain,248435Y2804228YB6243856479,2,2,1,1,200.0
2024-01-19,4,Spain,248435Y8997289YB6243439308,3,2,1,4,825.0
2024-01-19,3,Spain,248435Y0689306YB6242000852,3,2,1,2,330.0
2024-01-19,2,Spain,248435Y9230992YB6242423910,2,2,1,2,220.0
2024-01-19,3,Spain,248435Y5452454YB6248652992,1,2,1,3,250.0
2024-01-19,2,Spain,248435Y6657766YB6241876001,2,2,1,3,500.0
2024-01-19,3,Spain,248435Y7702977YB6240313291,1,2,1,3,250.0
2024-01-19,4,Mexico,248435Y0127201YB6243726786,2,2,1,5,1500.0
2024-01-20,2,Mexico,248435Y5776257YB6246940278,2,2,1,5,1500.0
2024-01-20,2,Mexico,248435Y8779987YB6247667210,2,2,1,5,1500.0
2024-01-20,2,Mexico,248435Y9691096YB6242511290,2,2,1,5,1500.0
2024-01-20,2,Spain,248435Y1858218YB6243613416,2,2,1,4,550.0
2024-01-20,4,Spain,248435Y5897458YB6240510120,2,2,1,1,200.0
2024-01-20,1,Spain,248435Y0161101YB6249896471,1,2,1,3,250.0
2024-01-20,3,Spain,248435Y0659906YB6245005874,2,2,1,2,220.0
2024-01-20,1,Spain,248435Y5379453YB6248302432,2,2,1,3,500.0
2024-01-20,4,Spain,248435Y4796647YB6243250148,2,2,1,2,220.0
2024-01-20,3,Spain,248435Y9950499YB6241466424,2,2,1,2,220.0
2024-01-20,1,Mexico,248435Y8379483YB6240064509,1,2,1,5,750.0
2024-01-20,4,Spain,248435Y0886108YB6247419397,2,2,1,4,550.0
2024-01-20,4,Spain,248435Y3433234YB6242336390,2,2,1,2,220.0
2024-01-20,5,Spain,248435Y6760767YB6242169162,2,2,1,3,500.0
2024-01-20,5,Mexico,248435Y6019260YB6248070358,1,2,1,5,750.0
2024-01-20,3,Spain,248435Y5915859YB6241283762,1,2,1,2,110.0
2024-01-21,1,Spain,248435Y0975809YB6249147557,3,2,1,2,330.0
2024-01-21,1,Mexico,248435Y7502675YB6248260712,2,2,1,5,1500.0
2024-01-21,3,Spain,248435Y9657896YB6242565359,2,2,1,3,500.0
2024-01-21,4,Spain,248435Y0717107YB6241941245,2,2,1,2,220.0
2024-01-21,5,Spain,248435Y6841868YB6240611817,2,2,1,1,200.0
2024-01-21,4,Mexico,248435Y1295312YB6246884961,2,2,1,5,1500.0
2024-01-21,4,Spain,248435Y1262312YB6241122832,3,2,1,4,825.0
2024-01-21,2,Spain,248435Y3265532YB6243526233,3,2,1,3,750.0
2024-01-21,4,Mexico,248435Y6288562YB6241795804,2,2,1,5,1500.0
2024-01-21,4,Spain,248435Y3563435YB6243319686,3,2,1,2,330.0
2024-01-21,3,Spain,248435Y0575305YB6241657893,2,2,1,3,500.0
2024-01-21,3,Spain,248435Y3718837YB6242961543,2,2,1,4,550.0
2024-01-21,2,Mexico,248435Y1245612YB6241338947,2,2,1,5,1500.0
2024-01-21,3,Spain,248435Y2335223YB6249700828,2,2,1,3,500.0
2024-01-21,2,Spain,248435Y8995089YB6249240499,2,2,1,4,550.0
2024-01-21,4,Spain,248435Y5877858YB6241935866,2,2,1,4,550.0
2024-01-21,2,Spain,248435Y9456194YB6241663181,2,2,1,2,220.0
2024-01-21,2,Mexico,248435Y2675326YB6241024997,1,2,1,5,750.0
2024-01-21,2,Spain,248435Y4060440YB6243062052,2,2,1,3,500.0
2024-01-21,2,Spain,248435Y5809058YB6249193685,2,2,1,4,550.0
2024-01-21,1,Spain,248435Y5961959YB6245919989,3,2,1,3,750.0
2024-01-21,3,Spain,248435Y3320433YB6244453701,2,2,1,3,500.0
2024-01-21,3,Mexico,248435Y2120921YB6245539757,2,2,1,5,1500.0
2024-01-21,1,Spain,248435Y8410084YB6248731500,3,2,1,3,750.0
2024-01-22,4,Spain,248435Y6571465YB6248030291,2,2,1,1,200.0
2024-01-22,2,Spain,248435Y6388763YB6246311390,3,2,1,1,300.0
2024-01-22,3,Spain,248435Y0401004YB6246791256,2,2,1,3,500.0
2024-01-22,3,Spain,248435Y8814888YB6249542627,1,2,1,3,250.0
2024-01-22,3,Spain,248435Y3320433YB6244453701,2,2,1,3,500.0
2024-01-22,3,Spain,248435Y7666576YB6245883373,2,2,1,1,200.0
2024-01-22,4,Spain,248435Y7734877YB6247288695,2,2,1,3,500.0
2024-01-22,3,Spain,248435Y3320433YB6244453701,2,2,1,3,500.0
2024-01-22,3,Spain,248435Y4038740YB6248449126,3,2,1,2,330.0
2024-01-22,2,Spain,248435Y3038030YB6241866013,1,2,1,4,275.0
2024-01-22,3,Spain,248435Y3414934YB6244717483,3,2,1,4,825.0
2024-01-22,5,Spain,248435Y9456494YB6245164738,2,2,1,4,550.0
2024-01-22,2,Spain,248435Y5756357YB6245863311,2,2,1,2,220.0
2024-01-23,3,Spain,248435Y9657896YB6242565359,2,2,1,3,500.0
2024-01-23,3,Spain,248435Y5452454YB6248652992,1,2,1,3,250.0
2024-01-23,1,Spain,248435Y1030610YB6243559057,1,2,1,3,250.0
2024-01-23,4,Spain,248435Y1037210YB6243149107,3,2,1,4,825.0
2024-01-23,2,Spain,248435Y7461274YB6247221716,1,2,1,1,100.0
2024-01-23,2,Spain,248435Y2582225YB6240062838,3,2,1,4,825.0
2024-01-23,4,Spain,248435Y0326403YB6245522977,2,2,1,4,550.0
2024-01-23,1,Spain,248435Y4840448YB6244510063,1,2,1,2,110.0
2024-01-23,1,Spain,248435Y3676536YB6245696548,1,2,1,4,275.0
2024-01-23,4,Spain,248435Y9563895YB6248080372,1,2,1,2,110.0
2024-01-23,3,Spain,248435Y9905499YB6248913418,1,2,1,4,275.0
2024-01-24,5,Spain,248435Y5789557YB6240306169,3,2,1,3,750.0
2024-01-24,5,Spain,248435Y9456494YB6245164738,2,2,1,4,550.0
2024-01-24,2,Spain,248435Y2804228YB6243856479,2,2,1,1,200.0
2024-01-24,5,Spain,248435Y9843198YB6241885295,1,2,1,2,110.0
2024-01-24,1,Spain,248435Y0978109YB6247195645,2,2,1,4,550.0
2024-01-24,2,Spain,248435Y5756357YB6245863311,2,2,1,2,220.0
2024-01-24,1,Spain,248435Y2517125YB6246980893,2,2,1,4,550.0
2024-01-24,1,Spain,248435Y9636396YB6247044829,3,2,1,3,750.0
2024-01-24,5,Mexico,248435Y9258692YB6244610407,3,2,1,5,2250.0
2024-01-24,1,Spain,248435Y6664866YB6246290010,2,2,1,3,500.0
2024-01-24,1,Spain,248435Y3676536YB6245696548,1,2,1,4,275.0
2024-01-24,2,Spain,248435Y2679126YB6249903051,2,2,1,4,550.0
2024-01-24,2,Spain,248435Y2467624YB6245914303,2,2,1,2,220.0
2024-01-24,3,Spain,248435Y0450904YB6246553364,1,2,1,4,275.0
2024-01-24,5,Spain,248435Y2829528YB6249667865,2,2,1,3,500.0
2024-01-24,4,Spain,248435Y9532895YB6246290108,2,2,1,3,500.0
2024-01-24,3,Spain,248435Y4598545YB6240203638,2,2,1,2,220.0
2024-01-25,2,Spain,248435Y9229392YB6246456959,2,2,1,4,550.0
2024-01-25,4,Spain,248435Y3767137YB6249115314,3,2,1,4,825.0
2024-01-25,3,Mexico,248435Y9942999YB6247955421,2,2,1,5,1500.0
2024-01-25,3,Spain,248435Y2020020YB6245947649,2,2,1,2,220.0
2024-01-25,2,Spain,248435Y7461274YB6247221716,1,2,1,1,100.0
2024-01-25,4,Spain,248435Y4148541YB6249242298,3,2,1,4,825.0
2024-01-25,5,Spain,248435Y8912389YB6246670447,2,2,1,3,500.0
2024-01-25,1,Spain,248435Y0803008YB6248874993,2,2,1,3,500.0
2024-01-25,4,Spain,248435Y2525425YB6240079405,1,2,1,3,250.0
2024-01-25,4,Spain,248435Y9532895YB6246290108,2,2,1,3,500.0
2024-01-25,2,Spain,248435Y1060510YB6241329431,1,2,1,2,110.0
2024-01-25,3,Spain,248435Y4519145YB6247717310,3,2,1,3,750.0
2024-01-25,2,Spain,248435Y4164341YB6248980896,1,2,1,3,250.0
2024-01-25,5,Spain,248435Y4625646YB6249475848,3,2,1,3,750.0
2024-01-25,1,Spain,248435Y7642176YB6247326756,2,2,1,3,500.0
2024-01-25,5,Spain,248435Y0755407YB6240864627,2,2,1,4,550.0
2024-01-25,2,Spain,248435Y0717507YB6244594460,3,2,1,4,825.0
2024-01-26,2,Mexico,248435Y2622426YB6248870804,2,2,1,5,1500.0
2024-01-26,4,Spain,248435Y9562195YB6247074329,1,2,1,2,110.0
2024-01-26,3,Spain,248435Y6284862YB6245301641,3,2,1,1,300.0
2024-01-26,2,Spain,248435Y5798157YB6240892823,1,2,1,1,100.0
2024-01-26,2,Spain,248435Y6657766YB6241876001,2,2,1,3,500.0
2024-01-26,4,Spain,248435Y5578655YB6240587472,3,2,1,1,300.0
2024-01-26,4,Spain,248435Y5246752YB6246708728,2,2,1,3,500.0
2024-01-26,2,Spain,248435Y5739957YB6246876992,2,2,1,4,550.0
2024-01-26,4,Spain,248435Y4240042YB6242184089,2,2,1,1,200.0
2024-01-26,2,Spain,248435Y4237542YB6241409139,2,2,1,3,500.0
2024-01-26,2,Spain,248435Y9439594YB6241612851,2,2,1,3,500.0
2024-01-26,4,Spain,248435Y7958479YB6246698200,2,2,1,3,500.0
2024-01-27,3,Mexico,248435Y0618106YB6248941821,1,2,1,5,750.0
2024-01-27,3,Spain,248435Y7944079YB6248651263,1,2,1,1,100.0
2024-01-27,2,Spain,248435Y4060440YB6243062052,2,2,1,3,500.0
2024-01-27,3,Spain,248435Y6453464YB6242541209,1,2,1,3,250.0
2024-01-27,5,Spain,248435Y1297112YB6241299550,2,2,1,4,550.0
2024-01-27,4,Spain,248435Y9437494YB6245690824,3,2,1,4,825.0
2024-01-27,2,Spain,248435Y7322773YB6245680995,1,2,1,4,275.0
2024-01-27,5,Spain,248435Y4452344YB6243416298,2,2,1,1,200.0
2024-01-27,1,Spain,248435Y3105331YB6241133973,2,2,1,2,220.0
2024-01-27,5,Spain,248435Y0477304YB6242321873,1,2,1,4,275.0
2024-01-27,3,Spain,248435Y5289352YB6248846117,3,2,1,4,825.0
2024-01-27,2,Spain,248435Y1327913YB6249097129,2,2,1,1,200.0
2024-01-27,4,Spain,248435Y5612256YB6241235989,2,2,1,3,500.0
2024-01-27,4,Spain,248435Y6077260YB6245056460,3,2,1,3,750.0
2024-01-27,3,Spain,248435Y1110811YB6243331202,3,2,1,2,330.0
2024-01-27,2,Mexico,248435Y5413254YB6240737350,1,2,1,5,750.0
2024-01-27,4,Spain,248435Y6077260YB6245056460,3,2,1,3,750.0
2024-01-27,3,Spain,248435Y8895788YB6244817530,3,2,1,4,825.0
2024-01-27,5,Mexico,248435Y6646266YB6243393552,1,2,1,5,750.0
2024-01-28,2,Spain,248435Y1629716YB6240314823,2,2,1,2,220.0
2024-01-28,4,Spain,248435Y2525425YB6240079405,1,2,1,3,250.0
2024-01-28,2,Spain,248435Y9619296YB6247438820,3,2,1,4,825.0
2024-01-28,2,Spain,248435Y0861308YB6247757402,1,2,1,2,110.0
2024-01-28,4,Spain,248435Y6401964YB6243220731,1,2,1,3,250.0
2024-01-28,3,Spain,248435Y7244872YB6242719412,1,2,1,3,250.0
2024-01-28,1,Spain,248435Y8892888YB6241416292,2,2,1,3,500.0
2024-01-28,2,Spain,248435Y2257022YB6247339474,3,2,1,3,750.0
2024-01-28,5,Spain,248435Y7124671YB6241029478,2,2,1,4,550.0
2024-01-28,3,Spain,248435Y5969559YB6247776086,3,2,1,3,750.0
2024-01-28,3,Spain,248435Y4813648YB6249014984,1,2,1,2,110.0
2024-01-28,4,Spain,248435Y6571465YB6248030291,2,2,1,1,200.0
2024-02-01,2,Spain,248435Y6719167YB6240182796,2,2,1,2,220.0
2024-02-01,2,Spain,248435Y6081860YB6248205641,2,2,1,1,200.0
2024-02-01,2,Mexico,248435Y5735057YB6248716472,3,2,1,5,2250.0
2024-02-01,4,Mexico,248435Y3499234YB6240596021,2,2,1,5,1500.0
2024-02-01,1,Mexico,248435Y8379483YB6240064509,1,2,1,5,750.0
2024-02-01,4,Spain,248435Y5252952YB6241571069,2,2,1,4,550.0
2024-02-01,3,Spain,248435Y8264682YB6247412190,2,2,1,2,220.0
2024-02-01,5,Spain,248435Y6600366YB6241937260,2,2,1,2,220.0
2024-02-01,2,Spain,248435Y3872438YB6248329976,1,2,1,2,110.0
2024-02-01,5,Spain,248435Y3688036YB6249918253,1,2,1,4,275.0
2024-02-01,3,Spain,248435Y3910039YB6246635254,2,2,1,2,220.0
2024-02-02,2,Spain,248435Y3038030YB6241866013,1,2,1,4,275.0
2024-02-02,3,Spain,248435Y4969249YB6246835191,3,2,1,3,750.0
2024-02-02,5,Spain,248435Y5280452YB6248259165,3,2,1,4,825.0
2024-02-03,3,Spain,248435Y0407304YB6244233518,1,2,1,2,110.0
2024-02-03,5,Spain,248435Y1297112YB6241299550,2,2,1,4,550.0
2024-02-03,2,Mexico,248435Y1022310YB6247379731,2,2,1,5,1500.0
2024-02-03,2,Spain,248435Y2257022YB6247339474,3,2,1,3,750.0
2024-02-03,2,Spain,248435Y2530225YB6242511198,2,2,1,2,220.0
2024-02-03,1,Spain,248435Y8892888YB6241416292,2,2,1,3,500.0
2024-02-03,3,Spain,248435Y7019670YB6244467709,1,2,1,4,275.0
2024-02-03,3,Mexico,248435Y2271622YB6246622598,3,2,1,5,2250.0
2024-02-03,3,Spain,248435Y4598545YB6240203638,2,2,1,2,220.0
2024-02-03,3,Spain,248435Y1449214YB6248117758,2,2,1,3,500.0
2024-02-03,2,Spain,248435Y1858218YB6243613416,2,2,1,4,550.0
2024-02-03,3,Spain,248435Y9643796YB6249453238,3,2,1,4,825.0
2024-02-03,1,Spain,248435Y4563445YB6242777091,1,2,1,4,275.0
2024-02-03,5,Spain,248435Y9937599YB6243073362,3,2,1,3,750.0
2024-02-04,5,Spain,248435Y7591775YB6246985180,1,2,1,4,275.0
2024-02-04,4,Mexico,248435Y0127201YB6243726786,2,2,1,5,1500.0
2024-02-04,3,Mexico,248435Y2120921YB6245539757,2,2,1,5,1500.0
2024-02-04,3,Spain,248435Y8331183YB6244361656,1,2,1,2,110.0
2024-02-04,4,Mexico,248435Y8731387YB6249900335,3,2,1,5,2250.0
2024-02-04,2,Mexico,248435Y6792767YB6247776994,2,2,1,5,1500.0
2024-02-04,4,Spain,248435Y0444904YB6242037525,3,2,1,4,825.0
2024-02-04,4,Spain,248435Y9135991YB6246841019,2,2,1,2,220.0
2024-02-04,2,Spain,248435Y8514985YB6249885389,2,2,1,4,550.0
2024-02-04,4,Spain,248435Y4665946YB6247169373,2,2,1,1,200.0
2024-02-04,3,Spain,248435Y1228612YB6249689625,2,2,1,1,200.0
2024-02-05,2,Spain,248435Y3384233YB6248404817,3,2,1,3,750.0
2024-02-05,4,Spain,248435Y1025510YB6246657261,2,2,1,3,500.0
2024-02-05,4,Spain,248435Y1835118YB6244836066,2,2,1,4,550.0
2024-02-05,3,Spain,248435Y2322223YB6244660850,3,2,1,3,750.0
2024-02-05,1,Spain,248435Y9336793YB6241349292,1,2,1,3,250.0
